,tweet,hashtags,class,label
5990,b account withhold india response legal demand learn,[],,1.0
5991,khalistan referendum campaign front un ny watch live guy support khalistan referendum khalistan,['Khalistan'],,1.0
5992,b account withhold india response legal demand learn,[],,1.0
5993,pakistan around partition weve never see photograph colour ehsan rehan first photograph gurdwara,"['Pakistan', 'Gurdwara']",,1.0
5994,b account withhold india response legal demand learn,[],,1.0
5995,b account withhold india response legal demand learn,[],,1.0
5996,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum modi,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
5997,pannun not listen real sikh imaginary world doesnt care sikh community,"['Pannun', 'RealSikhs', 'SikhCommunity']",,1.0
5998,let u live peacefully virtual address modi un attract protest khalistan sikh support,"['ModiAtUN', 'Khalistan', 'Sikhs']",,1.0
5999,b account withhold india response legal demand learn,[],,1.0
6000,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum wan,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6001,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6002,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum becaus,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6003,pm modi prove,[],,1.0
6004,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum khalis,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6005,b account withhold india response legal demand learn,[],,1.0
6006,virtual modi un attract protest khalistan sikh support poor punjab farmer haryana,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6007,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum wan,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6008,b account withhold india response legal demand learn,[],,1.0
6009,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum khalis,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6010,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum suppor,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6011,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum wan,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6012,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum khalis,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6013,start trend pakistan remember dr najeeb khalistan notifydecisionsofcommission payandserviceprotecti,"['RememberingDrNajeeb', 'khalistan', 'notifydecisionsofcommission', 'payandserviceprotecti']",,1.0
6014,b account withhold india response legal demand learn,[],,1.0
6015,modi cruel pm not allow torture u anymore virtual modi un attract protest,['ModiAtUN'],,1.0
6016,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum wil,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6017,sfj time take action anti sikh activist poor farmer who,['SFJ'],,1.0
6018,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum becaus,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6019,b account withhold india response legal demand learn,[],,1.0
6020,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6021,b account withhold india response legal demand learn,[],,1.0
6022,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum modi,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6023,khalistan sikh support punjab farmer protest modi punjab newyork khalistan referendum,"['Khalistan', 'sikhs', 'PunjabFarmers', 'Punjab', 'Newyork', 'KhalistanReferendum2020']",,1.0
6024,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum ti,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6025,b account withhold india response legal demand learn,[],,1.0
6026,virtual modi un attract protest khalistan sikh support punjab farmer get land back,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6027,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum moodi,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6028,modi see downfall virtual modi un attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6029,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum modi,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6030,virtual modi un highlight protect khalistan sikh support raise voice punjab farmer,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers']",,1.0
6031,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum sfh,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6032,modi terrorist need show real face world virtual modi un attract protest,['ModiAtUN'],,1.0
6033,b account withhold india response legal demand learn,[],,1.0
6034,modi keep damage damage need go virtual modi un attract protest khalistan sikh,"['ModiAtUN', 'Khalistan', 'Sikhs']",,1.0
6035,b account withhold india response legal demand learn,[],,1.0
6036,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum wan,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6037,enough damage do virtual modi un attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6038,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum take,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6039,sfj khalistan punjabfarmes thousand ot protest support opposition party congress tri,"['sfj', 'khalistan', 'punjabfarmes']",,1.0
6040,thousand protest block road highwats several state sfj khalistan punjab farmer,"['sfj', 'khalistan', 'PunjabFarmers']",,1.0
6041,farmer organisation umbrella india kisan sanghrash coordination committe sfj,['Sfj'],,1.0
6042,virtual modi un sight spot protest ny khalistan sikh support punjab farmer khalistan sfj,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers', 'Khalistan', 'SFJ']",,1.0
6043,b account withhold india response legal demand learn,[],,1.0
6044,b account withhold india response legal demand learn,[],,1.0
6045,b account withhold india response legal demand learn,[],,1.0
6046,stop modi seize land punjab farmer time save farmer punjab haryana,"['Modi', 'PunjabFarmers', 'Punjab', 'Haryana']",,1.0
6047,modi damage sikh community virtual modi un attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6048,khalistan gateway freedom peace please stop ignore u stop neglect poor farmer vir,[],,1.0
6049,virtual modi un highlight protect khalistan sikh support punjab farmer khalistan sfj modi un,"['ModiAtUN', 'Khalistan', 'sikhs', 'PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN']",,1.0
6050,modi cheat virtual modi un attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6051,b account withhold india response legal demand learn,[],,1.0
6052,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum modi h,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6053,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum mayb,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6054,b account withhold india response legal demand learn,[],,1.0
6055,b account withhold india response legal demand learn,[],,1.0
6056,b account withhold india response legal demand learn,[],,1.0
6057,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6058,virtual address modi un attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6059,fail leadership failure fulfil promise give seperate country punjab sikh virtual,[],,1.0
6060,b account withhold india response legal demand learn,[],,1.0
6061,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6062,b stop modi injustice behavior poor farmer sikh deny khalistan virtual,['Modi'],,1.0
6063,modi un virtually attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6064,b account withhold india response legal demand learn,[],,1.0
6065,justice farmer brother justice injustice indian government raise voice virtual modi un,['ModiAtUN'],,1.0
6066,modi un modi grab land punjab farmer join hand stop truck life farme,"['ModiAtUN', 'Modi', 'PunjabFarmers']",,1.0
6067,virtual modi un attract protest khalistan sikh support punjab farmer time fight right,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6068,b account withhold india response legal demand learn,[],,1.0
6069,virtual address modi un attract protest khalistan sikh support punjab farmer,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers']",,1.0
6070,virtual modi un attract protest khalistan sikh support punjab farmer khalistan referendum,"['ModiAtUN', 'Khalistan', 'Sikhs', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6071,b account withhold india response legal demand learn,[],,1.0
6072,punjabland sfj khalistan gharaomodi bandbharat not men also woman comitted suicide relate agricutu,"['punjabland', 'Sfj', 'Khalistan', 'Gharaomodi', 'Bandbharat']",,1.0
6073,punjabland sfj khalistan punjabfarmers land revolution bear history change punjab,"['punjabland', 'Sfj', 'Khalistan', 'punjabfarmers']",,1.0
6074,not sure why many handl,[],,1.0
6075,stop modi seize land punjab farmer time save farmer punjab haryana b,"['Modi', 'PunjabFarmers', 'Punjab', 'Haryana']",,1.0
6076,b sfj protest modi un let stand raise voice injustice do punjab farmer want,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",,1.0
6077,one genuinely feel farmer don,"['AAP', 'congress', 'akali', 'khalistan']",,1.0
6078,start trend pakistan remember dr najeeb khalistan notifydecisionsofcommission payandserviceprotection year cns,"['RememberingDrNajeeb', 'khalistan', 'notifydecisionsofcommission', 'payandserviceprotection', '1YearWithCNS']",,1.0
6079,,['Modi'],,1.0
6080,punjabland sfj khalistan punjabfarmers not men also woman teenager protest farmer,"['punjabland', 'Sfj', 'Khalistan', 'punjabfarmers']",,1.0
6081,b people haryana punjab special punjab farmer protest modi modi un policy,"['PunjabFarmers', 'Modi', 'ModiAtUN']",,1.0
6082,pm modi prove,[],,1.0
6083,stand punjab farmer khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6084,khalistanis high spirit khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistanis', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6085,raise voice punjab farmer khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6086,protest modi khalistan khalistan sfj modi un punjab farmer khalistan referendum,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6087,khalistan referendum campaign front un ny watch live guy support khalistan referendum khalistan,['Khalistan'],,1.0
6088,khalistan protest modi stand punjab farmer sfj khalistan referendum india divert,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6089,khalistan protest modi stand punjab farmer sfj khalistan referendum government pro,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6090,khalistan protest modi stand punjab farmer sfj khalistan referendum good live condi,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6091,mean like nagaland manipur mezoram amp khalistan,"['Nagaland', 'Manipur', 'Mezoram', 'Khalistan']",,1.0
6092,modi push farm bill amid huge opposition stop enter truck entry punjab haryana want,['Modi'],,1.0
6093,khalistan protest modi stand punjab farmer sfj khalistan referendum sikhism separat,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6094,khalistan protest modi stand punjab farmer sfj khalistan referendum election india w,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6095,khalistan protest modi stand punjab farmer sfj khalistan referendum sikh not c,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6096,khalistan referendum campaign front un ny watch live guy support khalistan referendum khalistan,['Khalistan'],,1.0
6097,khalistan protest modi stand punjab farmer sfj khalistan referendum india always tre,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6098,khalistan protest modi stand punjab farmer sfj khalistan referendum place worshi,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6099,live coverage protestors khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6100,modi please pity u punjabfarmers protest modi khalistan punjabfarmers wattch,"['modi', 'punjabfarmers', 'khalistan', 'punjabfarmers']",,1.0
6101,punjab haryana people protest modi khalistan punjabfarmers watch livexe,"['khalistan', 'punjabfarmers']",,1.0
6102,b sfj protest modi un let stand raise voice injustice do punjab farmer want,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",,1.0
6103,sfj protest modi un poor punjab farmer mr modi not treat minority well,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",,1.0
6104,modi grab land farmer amp deprive basic right first sikh punjab farmer,[],,1.0
6105,money plz don,['Khalistan'],,1.0
6106,stand khalistan khalistan protest modi khalistan sfj modi un punjab farmer,"['Khalistan', 'Khalistan', 'Modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6107,live coverage protestors khalistan protest modi khalistan sfj modi un punjab farmer,"['Khalistan', 'Modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6108,khalistanis high spirit sfj modi un punjab farmer khalistan referendum khalistan protest,"['Khalistanis', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'Khalistan']",,1.0
6109,modi grab land farmer amp deprive basic right first sikh punjab farmer,[],,1.0
6110,b stop modi grab land punjab farmer land mother amp source income poor farmer cant surviv,['PunjabFarmers'],,1.0
6111,freedom demand struggle stand punjab farmer khalistan sfj modi un punjab farmer,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6112,raise voice punjab farmer khalistan protest modi khalistan modi un punjab farmer,"['PunjabFarmers', 'Khalistan', 'Modi', 'Khalistan', 'MODIAtUN', 'PunjabFarmers']",,1.0
6113,live coverage protestors khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6114,protest modi khalistan khalistan referendum,"['modi', 'Khalistan', 'KhalistanReferendum2020']",,1.0
6115,khalistanis high spirit khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistanis', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6116,stop modi grab land punjab farmer stop enter truck sfj help u get rid injustice,"['Modi', 'PunjabFarmers', 'SFJ']",,1.0
6117,stand punjab farmer watch live coverage sfj modi un punjab farmer,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6118,protestors great watch live coverage khalistan sfj modi un punjab farmer,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6119,khalistan protest modi un watch live farmer raise fo,"['Khalistan', 'ModiAtUN']",,1.0
6120,b modi instead ask blame everyone why dont u something stop unfair ar,['Modi'],,1.0
6121,b account withhold india response legal demand learn,[],,1.0
6122,b account withhold india response legal demand learn,[],,1.0
6123,b account withhold india response legal demand learn,[],,1.0
6124,b account withhold india response legal demand learn,[],,1.0
6125,b account withhold india response legal demand learn,[],,1.0
6126,b modi un dont bother listen problem punjab farmer effect call,"['ModiAtUN', 'PunjabFarmers']",,1.0
6127,pakistan around partition weve never see photograph colour ehsan rehan first photograph gurdwara,"['Pakistan', 'Gurdwara']",,1.0
6128,sfj call sikh protest modi un policy punjab farmer khalistan referendum,"['SFJ', 'ModiAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6129,sikh protest modi raise voice punjab farmer get justice khalistan,"['Modi', 'PunjabFarmers', 'khalistan']",,1.0
6130,sfj protest modi un poor punjab farmer mr modi not treat minority well,"['SFJ', 'ModiAtUN', 'PunjabFarmers']",,1.0
6131,fail leader try blame someone elect modi india fail take stone age stop modi,"['Modi', 'India', 'Modi']",,1.0
6132,khalistan sfj modi un punjab farmer khalistan referendum stand right,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6133,khalistanis high spirit khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistanis', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6134,khalistan sfj modi un punjab farmer khalistan referendum stand sikh community solid,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6135,protest modi khalistan khalistan sfj modi un punjab farmer khalistan referendum,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6136,khalistan sfj modi un punjab farmer khalistan referendum protest u see live utube come,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6137,poorfarmers not alone khalistan sfj modi un punjab farmer khalistan referendum,"['Poorfarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6138,khalistan sfj modi un punjab farmer khalistan referendum sikh protest modi gov,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6139,khalistanis high spirit khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistanis', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6140,khalistanis high spirit khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistanis', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6141,protest modi khalistan khalistan sfj modi un punjab farmer khalistan referendum,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6142,stand punjab farmer khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6143,khalistan solution protestors raise voice khalistan sfj modi un punjab farmer,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6144,alert live coverage protest raise voice poor farmer khalistan sfj modi un punjab farmer,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers']",,1.0
6145,punjab haryana people protestiing modi khalistan punjabfarmers watch liv,"['punjab', 'haryana', 'modi', 'khalistan', 'punjabfarmers']",,1.0
6146,b account withhold india response legal demand learn,[],,1.0
6147,b account withhold india response legal demand learn,[],,1.0
6148,b account withhold india response legal demand learn,[],,1.0
6149,b account withhold india response legal demand learn,[],,1.0
6150,stand punjab farmer khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6151,protest modi khalistan khalistan sfj modi un punjab farmer khalistan referendum,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6152,live coverage protestors khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6153,raise voice punjab farmer khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6154,b account withhold india response legal demand learn,[],,1.0
6155,protest modi khalistan khalistan sfj modi un punjab farmer khalistan referendum,"['modi', 'Khalistan', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6156,fail leader try blame someone elect modi india fail take stone age stop,"['Modi', 'India']",,1.0
6157,b account withhold india response legal demand learn,[],,1.0
6158,b account withhold india response legal demand learn,[],,1.0
6159,khalistan sfj modi un punjab farmer khalistan referendum sfj call campaign stand,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJ']",,1.0
6160,hashtags khalistan sfj modi un punjab farmer khalistan referendum stand get,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6161,hashtags khalistan sfj modi un punjab farmer khalistan referendum protest modi gov,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6162,hashtags khalistan sfj modi un punjab farmer khalistan referendum stand get,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6163,khalistan sfj modi un punjab farmer khalistan referendum sf jcalls sep protest modi,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJcalls']",,1.0
6164,khalistan protest modi stand punjab farmer sfj khalistan referendum,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6165,khalistan protest modi stand punjab farmer sfj khalistan referendum,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6166,khalistan protest modi stand punjab farmer sfj khalistan referendum,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6167,b account withhold india response legal demand learn,[],,1.0
6168,b account withhold india response legal demand learn,[],,1.0
6169,b account withhold india response legal demand learn,[],,1.0
6170,b account withhold india response legal demand learn,[],,1.0
6171,b account withhold india response legal demand learn,[],,1.0
6172,khalistan protest modi stand punjab farmer sfj khalistan referendum,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ', 'KhalistanReferendum2020']",,1.0
6173,sikh indian army full interview fascinate conversation singh retd regard india c,['IndiaC'],,1.0
6174,hashtags khalistan sfj modi un punjab farmer khalistan referendum come join u protest,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6175,khalistan sfj modi un punjab farmer khalistan referendum protest modi gov gov indi,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6176,khalistan sfj modi un punjab farmer khalistan referendum khalistan street newyork figh,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6177,khalistan sfj modi un punjab farmer khalistan referendum sf jcalls protest modi gov,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020', 'SFJcalls']",,1.0
6178,khalistan sfj modi un punjab farmer khalistan referendum gov india not cooperate fa,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6179,khalistan protest modi watch live punjab farmer sfj,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ']",,1.0
6180,protestors road khalistan sfj modi un punjab farmer khalistan referendum,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6181,raise voice farmer punjab farmer khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6182,b people haryana punjab special punjab farmer protest modi modi un policy,"['PunjabFarmers', 'Modi', 'ModiAtUN']",,1.0
6183,stand punjab farmer protest modi khalistan sfj modi un punjab farmer khalistan referendum,"['PunjabFarmers', 'modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6184,stop modi grab land punjab farmer join sfj protest support sikh farmer modi ex,"['Modi', 'PunjabFarmers', 'Sfj']",,1.0
6185,b account withhold india response legal demand learn,[],,1.0
6186,b account withhold india response legal demand learn,[],,1.0
6187,b account withhold india response legal demand learn,[],,1.0
6188,b account withhold india response legal demand learn,[],,1.0
6189,b account withhold india response legal demand learn,[],,1.0
6190,spirit protestors high khalistan sfj modi un punjab farmer khalistan referendum catch live cove,"['Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6191,khalistan referendum campaign front un ny watch live guy support khalistan referendum khalistan,['Khalistan'],,1.0
6192,protest modi khalistan sfj modi un punjab farmer khalistan referendum catch live,"['modi', 'Khalistan', 'SFJ', 'MODIAtUN', 'PunjabFarmers', 'KhalistanReferendum2020']",,1.0
6193,stop modi grab land punjab farmer join hand stop truck life farmer,"['Modi', 'PunjabFarmers']",,1.0
6194,b account withhold india response legal demand learn,[],,1.0
6195,b account withhold india response legal demand learn,[],,1.0
6196,b account withhold india response legal demand learn,[],,1.0
6197,b account withhold india response legal demand learn,[],,1.0
6198,b account withhold india response legal demand learn,[],,1.0
6199,khalistan protest modi believe ballot no bullet khalistan solution agon,"['Khalistan', 'Modi']",,1.0
6200,khalistan protest modi success not final failure not fatal courage continue tha,"['Khalistan', 'Modi']",,1.0
6201,khalistan protest modi watch live punjab farmer sfj,"['Khalistan', 'Modi', 'PunjabFarmers', 'SFJ']",,1.0
6202,khalistan protest modi step become part campaign stand punjab farmer look,"['Khalistan', 'Modi', 'PunjabFarmers']",,1.0
6203,khalistan protest modi referendum need time put jail observe religiou,"['Khalistan', 'Modi']",,1.0
6204,khalistan protest modi watch live farmer tho,"['Khalistan', 'Modi']",,1.0
6205,modi un sikh protest no worry how punjab farmer effect call agricultur,"['ModiAtUN', 'PunjabFarmers']",,1.0
6206,no one happy modi government india punjab farmer protest right anti farmer bil,['PunjabFarmers'],,1.0
6207,khalistan protest modi watch live indian govt try make sikh sla,"['Khalistan', 'Modi']",,1.0
6208,khalistan protest modi watch live right farmer sfj,"['Khalistan', 'Modi', 'farmers', 'SFJ']",,1.0
